resume_seq,reg_date,updated_date,degree,graduate_date,hope_salary,last_salary,job_code_seq1,career_job_code,hischool_type_seq,hischool_special_type,hischool_nation,hischool_gender,hischool_location_seq,univ_type_seq1,univ_type_seq2,univ_transfer,univ_location,univ_major_type,univ_score,language,score,job,certificate_cnt,career
U00245,19,9,4,1,0.0,0.0,4,4,21,1,0,1,5,5,5,0,18,9,2,5,3,1,3,6
U00246,20,3,4,0,0.0,0.0,7,4,0,0,1,0,3,5,5,0,5,9,1,5,3,5,2,6
U00247,17,3,4,1,0.0,0.0,7,1,21,1,2,1,11,5,5,0,11,9,3,5,3,0,2,6
U00248,20,1,4,2,3.0,3.0,4,4,21,1,0,3,3,5,5,0,3,9,3,5,3,5,1,4
U00249,19,0,4,1,0.0,1.0,7,4,0,0,1,0,0,5,5,0,3,19,2,5,3,0,1,6
U00250,18,7,4,1,0.0,0.0,7,4,0,0,1,0,0,5,5,0,11,9,3,5,3,3,1,6
U00251,19,5,4,0,0.0,0.0,7,4,21,1,0,1,13,5,5,0,3,18,2,5,3,10,1,6
U00252,20,3,3,1,1.0,2.0,7,5,21,1,0,1,5,5,10,0,5,9,1,5,3,0,0,2
U00253,6,3,4,2,6.0,6.0,7,1,21,1,2,1,3,5,5,0,3,3,3,5,3,10,0,0
U00254,13,5,4,2,0.0,4.0,7,4,21,1,2,3,3,5,5,0,3,4,2,5,3,5,2,5
U00255,16,3,5,1,2.0,2.0,2,1,21,2,2,3,3,5,5,0,3,4,2,5,3,4,0,2
U00256,20,1,4,1,2.0,3.0,7,1,21,1,2,3,3,5,5,0,3,4,3,5,3,0,1,2
U00257,20,9,4,1,0.0,0.0,7,4,21,1,2,3,3,5,5,0,3,9,2,5,3,0,0,5
U00258,16,9,4,0,0.0,3.0,7,3,21,1,0,1,13,0,0,0,0,9,1,5,3,5,6,4
U00259,20,7,4,1,2.0,0.0,7,3,0,0,1,0,0,5,8,0,17,13,1,5,3,5,0,6
U00260,19,1,4,1,3.0,2.0,2,4,21,2,0,3,5,5,5,0,5,8,3,5,3,6,0,6
U00261,19,3,4,0,0.0,0.0,7,3,21,2,2,1,7,5,5,0,3,9,1,5,3,1,0,6
U00262,10,11,4,1,0.0,4.0,2,1,21,2,0,2,6,3,5,0,6,4,2,5,3,1,3,2
U00263,17,2,4,0,3.0,3.0,7,4,21,1,2,1,5,5,5,0,10,3,3,5,3,7,0,2
U00264,20,9,4,1,0.0,2.0,7,1,19,3,2,1,3,0,0,0,0,9,3,0,0,0,1,6
U00265,13,4,3,0,4.0,4.0,2,4,21,4,2,1,8,5,5,0,11,3,2,5,3,1,1,5
U00266,20,1,3,0,0.0,0.0,7,4,0,0,1,0,0,0,0,0,0,9,1,5,3,5,4,6
U00267,19,4,4,3,3.0,3.0,7,4,0,0,1,0,0,3,5,0,10,3,3,5,3,7,0,0
U00268,19,0,4,1,0.0,2.0,7,3,21,1,2,2,13,5,5,0,17,8,3,5,3,0,1,6
U00269,18,6,3,2,0.0,0.0,7,4,0,0,1,0,0,5,10,0,15,8,2,5,3,7,0,4
U00270,12,11,4,1,4.0,3.0,7,4,21,1,2,3,3,5,5,0,3,19,3,5,3,5,1,4
U00271,12,6,2,1,3.0,0.0,7,3,21,2,0,3,0,0,0,0,0,9,1,5,3,5,2,4
U00272,15,6,5,2,0.0,3.0,2,1,21,1,0,2,3,5,5,0,5,3,4,5,3,4,0,2
U00273,16,4,5,1,4.0,4.0,7,3,21,1,0,1,5,5,5,0,7,9,2,5,3,5,3,4
U00274,17,3,4,2,0.0,0.0,7,4,0,0,1,0,0,5,5,0,7,19,2,5,3,5,0,5
U00275,13,10,5,0,4.0,4.0,7,1,21,2,2,2,3,5,5,0,5,3,4,5,3,4,6,4
U00276,20,4,4,1,0.0,3.0,7,4,21,1,0,1,3,5,5,0,3,13,1,5,3,0,1,6
U00277,20,6,4,1,3.0,3.0,7,4,0,0,1,0,0,0,0,0,0,5,2,5,3,6,0,6
U00278,19,11,4,1,0.0,3.0,7,4,21,1,0,1,5,5,5,0,3,3,3,5,3,0,2,2
U00279,19,10,4,1,0.0,2.0,7,4,21,1,0,1,5,0,0,0,0,10,2,5,3,3,2,6
U00280,19,1,4,2,3.0,3.0,7,4,21,1,2,1,3,5,5,0,4,3,4,5,3,9,1,5
U00281,15,2,4,1,0.0,4.0,7,4,21,1,2,2,3,5,5,0,15,4,2,5,3,9,2,2
U00282,18,4,4,1,0.0,2.0,7,4,0,0,1,0,6,3,5,0,11,19,2,5,3,0,3,6
U00283,19,1,4,0,0.0,0.0,7,3,21,1,0,1,5,5,5,0,3,5,3,5,3,5,0,6
U00284,20,4,4,1,0.0,0.0,7,2,8,4,0,2,9,5,5,0,7,9,2,5,3,10,1,4
U00285,16,8,4,0,1.0,2.0,7,1,21,1,0,1,3,5,5,0,3,9,2,5,3,5,1,6
U00286,20,6,4,1,0.0,2.0,7,3,21,1,2,1,3,5,5,0,17,9,1,5,3,3,1,2
U00287,20,11,4,1,0.0,0.0,7,5,21,1,0,1,5,5,5,0,17,0,2,5,3,6,1,6
U00288,20,8,4,0,0.0,0.0,7,4,21,1,0,2,3,5,5,0,5,4,4,5,3,0,2,6
U00289,20,10,4,1,0.0,0.0,4,4,21,1,0,3,11,5,5,0,3,9,3,5,3,5,0,6
U00290,18,4,4,2,0.0,4.0,7,4,21,1,2,1,3,5,5,0,18,0,2,5,3,5,0,5
U00291,14,3,4,1,2.0,2.0,7,2,0,0,1,0,0,5,5,0,18,9,3,5,3,0,2,2
U00292,19,10,4,1,0.0,0.0,7,3,21,1,2,3,5,5,5,0,3,9,1,5,3,5,0,6
U00293,18,5,4,1,0.0,2.0,7,4,21,1,2,3,3,5,5,0,5,9,2,5,3,5,0,2
U00294,17,4,4,2,5.0,5.0,7,4,21,1,2,3,10,3,5,0,10,4,2,5,3,5,2,0
U00295,14,3,2,2,3.0,3.0,7,4,21,1,2,2,11,5,5,0,11,4,4,5,3,9,1,4
U00296,15,9,4,1,0.0,0.0,7,4,0,0,1,0,14,3,5,0,14,4,2,5,3,7,2,4
U00297,15,2,4,2,0.0,0.0,7,4,21,1,2,2,3,5,5,0,5,3,2,0,1,10,4,0
U00298,18,7,4,2,0.0,4.0,7,4,0,0,1,0,0,5,5,0,11,8,1,1,0,1,0,5
U00299,17,3,4,0,0.0,3.0,7,4,21,1,2,3,3,5,5,0,3,5,3,5,3,0,0,4
U00300,20,8,3,1,1.0,1.0,4,1,0,0,1,0,0,0,0,0,0,9,1,5,3,5,0,2
U00301,15,9,4,2,0.0,5.0,7,2,21,1,2,2,6,3,5,0,10,4,3,5,3,7,0,5
U00302,17,0,4,0,2.0,0.0,7,4,21,1,0,3,6,3,5,0,6,4,2,5,3,0,2,6
U00303,17,2,4,1,0.0,3.0,7,4,21,1,2,1,3,5,5,0,5,3,3,5,3,10,0,4
U00304,15,1,4,1,0.0,0.0,7,4,21,1,2,2,3,5,5,0,3,9,2,5,3,0,2,2
U00305,15,5,4,2,3.0,4.0,6,2,0,0,1,0,3,5,5,0,5,0,2,5,3,10,0,5
U00306,16,6,4,3,0.0,3.0,7,4,21,1,0,1,4,3,5,0,4,3,3,5,3,10,3,5
U00307,15,10,4,3,8.0,7.0,7,4,0,0,1,0,0,5,5,0,15,19,1,5,3,5,0,0
U00308,12,8,4,0,0.0,3.0,7,4,21,1,0,3,4,5,5,0,5,9,2,5,3,1,2,2
U00309,20,8,4,1,0.0,0.0,7,4,21,2,2,1,3,5,5,0,3,9,1,0,0,1,0,6
U00310,20,9,4,2,6.0,6.0,7,4,21,2,2,2,3,5,5,0,3,8,2,5,3,10,0,0
U00311,15,3,4,1,0.0,3.0,4,4,21,1,2,2,3,5,7,0,3,8,3,5,3,5,2,4
U00312,17,8,4,1,0.0,0.0,7,4,21,1,2,1,6,5,5,0,3,19,2,5,3,10,2,6
U00313,20,9,3,0,2.0,2.0,7,0,21,1,0,1,5,5,10,0,3,9,3,5,3,6,0,2
U00314,14,1,4,3,2.0,3.0,7,4,0,0,1,0,0,3,5,0,10,19,2,5,3,5,2,3
U00315,15,1,4,1,0.0,3.0,7,2,21,1,2,3,3,5,5,0,3,0,3,5,3,10,0,4
U00316,18,7,4,2,0.0,0.0,7,4,0,0,1,0,0,5,5,0,3,3,2,5,3,7,2,0
U00317,15,9,4,1,0.0,0.0,7,4,21,1,0,1,3,5,5,0,7,0,2,5,3,0,4,6
U00318,16,1,4,1,0.0,4.0,2,2,21,1,0,2,11,5,5,0,11,3,2,5,3,7,3,4
U00319,17,7,4,1,2.0,2.0,2,4,21,1,2,2,13,5,5,0,13,3,4,5,3,7,3,2
U00320,16,6,5,2,3.0,3.0,7,1,21,1,2,3,11,5,5,0,11,8,3,1,0,1,1,6
U00321,13,2,4,1,0.0,5.0,7,4,21,1,0,1,4,3,5,0,4,0,2,5,3,10,2,5
U00322,11,2,4,1,4.0,5.0,7,4,21,1,0,3,10,3,5,0,10,19,3,5,3,5,4,5
U00323,20,7,4,0,0.0,0.0,7,3,21,1,2,1,15,3,5,0,15,19,3,5,3,5,1,6
U00324,17,5,4,2,3.0,3.0,7,4,21,1,2,3,3,5,8,0,15,9,1,5,3,5,0,4
U00325,18,3,4,0,1.0,1.0,2,1,21,1,2,3,3,5,5,0,5,19,3,0,0,8,0,6
U00326,11,4,4,1,5.0,4.0,7,4,21,1,2,3,10,5,5,0,10,9,2,5,3,1,2,4
U00327,20,6,4,1,0.0,2.0,7,2,0,0,1,0,0,5,5,0,17,5,3,5,3,1,2,6
U00328,20,7,4,1,1.0,0.0,2,4,21,1,2,2,5,5,5,0,17,8,2,5,3,4,4,6
U00329,18,10,4,1,2.0,2.0,7,4,21,1,0,1,5,5,5,0,3,5,3,5,3,0,3,6
U00330,20,8,4,1,0.0,0.0,7,3,21,1,2,3,7,5,5,0,10,9,3,5,3,3,1,6
U00331,18,9,4,1,0.0,0.0,7,4,21,1,2,3,10,5,5,0,10,5,3,5,3,5,2,6
U00332,18,0,4,1,0.0,0.0,4,4,0,0,1,0,0,5,5,0,10,0,2,5,3,5,1,6
U00333,20,5,4,2,5.0,5.0,7,4,21,1,0,1,5,5,5,0,5,9,2,5,3,0,1,5
U00334,18,9,4,1,3.0,3.0,4,4,21,1,0,1,9,5,5,0,7,9,1,5,3,5,2,4
U00335,20,9,4,0,0.0,0.0,7,4,22,1,2,1,5,5,5,0,18,9,2,2,0,1,1,6
U00336,17,4,5,1,0.0,0.0,7,4,21,1,2,3,11,5,10,1,5,8,1,5,3,5,0,0
U00337,20,10,3,3,3.0,3.0,7,4,0,0,1,0,3,5,10,0,5,19,4,5,3,9,0,0
U00338,19,4,4,1,0.0,0.0,7,4,0,0,1,0,0,0,0,0,0,9,1,5,3,0,2,6
U00339,12,1,4,1,0.0,2.0,2,4,21,1,0,3,13,5,5,0,3,8,2,5,3,1,2,2
U00340,18,7,3,1,0.0,0.0,7,3,21,1,0,1,5,5,10,0,5,9,1,5,3,5,1,6
U00341,19,7,4,1,0.0,0.0,7,2,21,1,2,2,3,5,5,0,3,18,3,5,3,10,1,6
U00342,20,1,4,0,2.0,2.0,7,4,21,1,2,3,3,0,0,0,0,9,1,5,3,5,0,6
U00343,18,0,4,0,0.0,0.0,7,3,21,1,0,1,3,5,5,0,3,0,3,0,1,0,0,6
U00344,12,8,4,2,0.0,3.0,7,4,21,1,0,3,5,5,5,0,3,0,3,0,1,1,1,2
U00345,16,7,4,1,0.0,0.0,7,4,0,0,1,0,0,5,5,0,5,5,2,5,3,10,2,4
U00346,10,2,4,1,4.0,4.0,7,4,21,1,2,3,3,5,5,0,3,0,3,5,3,5,1,5
U00347,20,7,4,1,0.0,0.0,2,4,21,1,0,3,18,3,5,0,17,19,1,5,3,1,3,6
U00348,19,4,4,1,0.0,0.0,7,1,21,1,2,3,3,0,0,0,0,5,2,5,3,5,1,6
U00349,20,4,2,1,0.0,0.0,7,3,21,1,0,1,5,0,0,0,0,9,2,5,3,5,1,6
U00350,13,2,4,2,0.0,4.0,7,4,21,1,2,3,13,5,5,0,3,4,2,5,3,5,0,5
U00351,20,10,4,0,0.0,2.0,7,4,21,1,2,1,9,5,5,0,7,4,2,5,3,0,2,6
U00352,20,10,4,1,2.0,1.0,7,4,21,2,2,1,3,5,5,0,3,9,3,5,3,0,0,6
U00353,20,8,4,0,0.0,4.0,7,4,21,1,2,2,3,5,5,0,13,9,3,5,3,1,0,2
U00354,20,3,4,1,0.0,2.0,7,4,21,1,0,2,11,3,5,0,3,9,2,5,3,1,3,2
U00355,19,3,4,1,0.0,2.0,4,4,21,1,2,3,3,5,10,0,5,9,4,5,3,5,2,2
U00356,17,6,4,2,4.0,4.0,6,2,21,1,2,1,6,5,5,0,3,3,3,5,3,1,0,5
U00357,20,10,4,0,2.0,2.0,7,4,0,0,1,0,0,3,5,0,8,4,4,5,3,0,2,6
U00358,20,4,4,0,3.0,3.0,6,2,0,0,1,0,0,5,7,0,3,5,4,5,3,7,2,5
U00359,20,3,4,0,0.0,0.0,7,3,21,1,2,2,9,5,5,0,9,9,4,5,3,5,1,6
U00360,16,2,4,2,0.0,5.0,2,1,21,2,2,2,3,0,0,0,0,3,3,5,3,10,1,5
U00361,18,2,4,1,0.0,0.0,7,4,21,1,2,2,3,0,0,0,0,3,2,5,3,10,3,6
U00362,10,9,4,2,0.0,5.0,7,4,21,1,2,2,11,5,5,0,11,0,2,5,3,5,1,5
U00363,20,5,4,1,0.0,2.0,7,4,21,1,2,1,5,5,5,0,5,9,3,5,3,3,2,6
U00364,20,9,4,1,4.0,3.0,7,4,21,1,2,2,3,5,5,0,5,19,2,5,3,7,3,2
U00365,9,4,4,2,6.0,6.0,7,2,21,1,0,2,3,5,5,0,13,4,4,0,2,0,0,5
U00366,20,8,4,1,3.0,3.0,7,4,21,1,0,1,5,5,5,0,10,0,3,5,3,0,1,2
U00367,18,10,4,1,0.0,2.0,7,4,0,0,1,0,0,5,5,0,15,8,3,5,3,5,0,6
U00368,17,1,4,1,0.0,0.0,7,1,21,1,0,1,3,5,5,0,17,3,3,5,3,5,2,6
U00369,12,8,5,1,0.0,3.0,7,4,0,0,1,0,0,5,5,0,3,9,1,0,0,8,2,2
U00370,18,5,4,1,0.0,3.0,7,4,21,1,2,3,11,3,5,0,6,4,2,5,3,9,3,4
U00371,17,3,4,1,0.0,2.0,7,4,21,1,2,3,9,5,5,0,7,9,2,5,3,5,3,4
U00372,16,9,4,2,3.0,3.0,7,3,21,1,2,3,3,0,0,0,0,9,4,5,3,5,1,2
U00373,18,2,4,0,2.0,2.0,7,4,21,1,2,1,5,5,5,0,3,9,3,5,3,5,0,6
U00374,20,6,4,0,0.0,0.0,7,3,0,0,1,0,8,3,5,0,18,9,3,0,0,0,1,6
U00375,20,10,4,1,2.0,2.0,7,4,0,0,1,0,0,3,5,0,16,0,3,5,3,5,3,2
U00376,20,3,4,1,2.0,3.0,7,5,21,1,0,1,5,5,5,0,3,9,4,5,3,3,1,6
U00377,16,4,4,1,0.0,4.0,7,1,21,2,0,3,9,5,5,0,9,9,2,5,3,0,1,4
U00378,20,10,4,0,2.0,0.0,7,4,21,1,2,1,8,3,5,0,15,19,2,0,0,0,0,6
U00379,19,6,4,0,0.0,3.0,7,4,21,1,2,2,5,5,5,0,5,18,2,5,3,9,1,6
U00380,20,11,4,1,0.0,1.0,7,2,21,1,2,3,3,5,5,0,4,8,2,5,3,10,1,6
U00381,15,3,5,2,0.0,0.0,2,4,21,1,0,2,3,5,5,0,3,10,4,5,3,10,0,4
U00382,15,1,4,2,3.0,2.0,7,4,21,1,0,1,14,5,5,0,8,4,2,5,3,5,1,4
U00383,20,5,4,0,1.0,3.0,7,1,21,1,0,1,5,5,5,0,3,9,2,5,3,6,0,6
U00384,14,6,4,1,0.0,3.0,7,3,19,3,2,1,9,5,5,0,7,9,3,5,3,3,3,2
U00385,18,7,4,1,0.0,3.0,7,4,21,1,0,1,3,5,5,0,5,5,2,5,3,10,1,4
U00386,15,4,4,0,2.0,2.0,7,4,21,1,2,3,17,5,5,0,15,9,1,5,3,5,5,6
U00387,20,2,4,1,0.0,0.0,7,4,21,1,0,3,4,5,5,0,3,9,2,0,0,5,0,6
U00388,19,0,3,2,4.0,4.0,7,2,0,0,1,0,0,5,10,0,3,19,1,5,3,0,1,5
U00389,16,7,4,1,0.0,5.0,7,2,21,1,0,1,5,5,5,0,3,5,2,5,3,7,2,5
U00390,8,6,4,2,8.0,8.0,7,4,21,1,2,2,3,5,5,0,5,3,2,5,3,7,0,3
U00391,15,6,4,1,4.0,4.0,7,4,21,1,2,3,4,5,5,0,3,19,1,5,3,0,2,2
U00392,19,10,4,1,0.0,0.0,7,3,21,1,2,3,3,5,5,0,3,9,3,5,3,0,1,6
U00393,13,3,4,2,0.0,3.0,2,1,21,1,0,1,3,5,5,0,3,3,4,5,3,10,1,5
U00394,13,11,4,2,0.0,6.0,7,4,21,1,2,2,8,3,5,0,8,8,2,5,3,10,3,5
U00395,20,8,4,1,2.0,2.0,7,4,0,0,1,0,15,5,5,0,15,8,1,5,3,5,3,2
U00396,19,4,4,1,0.0,0.0,7,4,19,3,2,1,9,5,5,0,5,9,2,5,3,1,1,6
U00397,14,8,4,2,0.0,6.0,7,4,21,1,2,3,11,5,5,0,15,4,4,5,3,5,0,0
U00398,19,8,4,2,0.0,3.0,7,4,21,1,2,1,5,5,5,0,5,23,2,5,3,7,0,4
U00399,20,10,4,0,3.0,2.0,7,1,21,1,0,1,3,5,5,0,3,4,1,0,0,0,3,6
U00400,16,6,4,1,0.0,2.0,7,4,0,0,1,0,0,5,5,0,3,9,2,5,3,0,4,2
U00401,20,3,4,0,0.0,0.0,7,4,21,1,2,3,11,5,5,0,3,9,4,5,3,5,0,6
U00402,14,0,4,1,0.0,3.0,2,4,21,1,0,3,3,0,0,0,0,9,3,0,0,5,1,2
U00403,20,5,4,1,2.0,2.0,7,5,0,0,1,0,0,0,0,0,0,3,3,5,3,7,4,2
U00404,18,9,4,1,0.0,2.0,4,4,21,1,0,3,3,5,5,0,3,9,3,5,3,5,0,2
U00405,20,4,4,1,0.0,2.0,7,0,21,1,0,3,7,3,5,0,4,3,2,5,3,10,2,2
U00406,18,2,5,1,0.0,4.0,7,4,21,1,2,2,11,5,5,0,11,9,2,5,3,10,0,4
U00407,14,5,4,1,2.0,2.0,7,1,21,1,2,2,3,5,5,0,5,3,2,5,3,10,1,2
U00408,18,3,4,2,5.0,5.0,7,4,21,1,2,2,7,5,5,0,3,5,2,5,3,9,0,0
U00409,20,10,4,1,2.0,3.0,7,4,21,1,0,1,3,5,5,0,5,5,3,5,3,10,2,6
U00410,20,11,4,1,0.0,3.0,7,4,21,1,0,1,17,5,5,0,3,3,3,5,3,0,0,6
U00411,19,5,4,3,0.0,0.0,7,4,0,0,1,0,0,5,5,0,5,19,2,5,3,1,1,4
U00412,15,0,4,2,0.0,2.0,7,1,21,1,2,2,9,5,5,0,7,0,2,5,3,0,1,4
U00413,12,3,4,1,4.0,3.0,7,4,0,0,1,0,0,5,5,0,3,9,3,5,3,5,1,4
U00414,20,0,3,1,2.0,2.0,7,4,21,1,0,1,5,5,10,0,5,9,2,5,3,5,1,2
U00415,18,2,4,1,3.0,0.0,7,2,21,1,0,1,5,5,5,0,3,8,4,5,3,10,3,2
U00416,18,8,4,2,0.0,6.0,7,4,21,1,2,3,3,5,5,0,3,9,2,5,3,5,0,5
U00417,17,0,4,1,3.0,2.0,7,4,0,0,1,0,0,5,5,0,3,9,3,0,0,5,0,2
U00418,13,9,4,2,0.0,5.0,7,4,21,1,2,3,6,5,5,0,3,19,2,5,3,0,1,5
U00419,20,2,4,0,0.0,0.0,7,4,21,1,2,3,7,0,0,0,0,9,2,5,3,0,1,6
U00420,19,0,4,1,1.0,1.0,7,0,16,4,2,3,0,3,5,0,10,9,1,5,3,1,2,6
U00421,20,8,4,1,4.0,3.0,7,4,21,1,2,3,11,5,5,0,11,19,3,5,3,9,1,2
U00422,16,3,4,3,7.0,6.0,7,4,21,1,2,1,3,5,5,0,3,19,2,5,3,0,0,5
U00423,20,4,4,1,2.0,2.0,2,1,0,0,1,0,3,5,5,0,5,6,2,5,3,6,2,2
U00424,9,9,4,1,0.0,7.0,7,3,0,0,1,0,0,5,5,0,3,5,2,5,3,5,0,5
U00425,16,9,3,2,0.0,2.0,7,4,21,1,2,2,3,5,10,0,5,9,2,5,3,9,2,4
U00426,20,10,4,0,2.0,0.0,7,4,21,1,2,3,8,5,5,0,8,9,3,5,3,0,3,6
U00427,20,4,4,3,0.0,10.0,7,4,21,2,2,2,3,5,5,0,4,3,2,0,0,0,3,3
U00428,18,0,4,1,2.0,5.0,6,1,21,1,2,2,3,5,5,0,7,9,4,5,3,10,5,2
U00429,19,9,4,1,0.0,0.0,7,4,0,0,1,0,7,5,5,0,10,3,3,5,3,10,3,6
U00430,20,4,4,1,1.0,0.0,7,4,21,1,0,1,5,3,5,0,7,4,3,5,3,5,2,6
U00431,12,0,4,2,0.0,3.0,2,2,21,1,0,2,11,5,5,0,11,19,3,5,3,10,0,5
U00432,20,5,4,1,0.0,0.0,7,4,21,1,0,1,3,5,5,0,3,9,2,5,3,5,1,6
U00433,20,0,4,1,0.0,0.0,7,4,21,1,0,1,5,5,5,0,3,9,1,5,3,5,5,6
U00434,20,11,4,1,0.0,2.0,7,1,21,1,2,2,3,5,5,0,5,3,2,0,0,10,5,2
U00435,19,4,4,2,0.0,0.0,7,1,21,1,0,3,7,5,5,0,3,5,1,5,3,5,0,0
U00436,19,7,3,1,2.0,2.0,7,4,21,1,2,3,3,0,0,0,0,9,2,0,0,5,2,6
U00437,16,9,4,1,0.0,4.0,7,4,0,0,1,0,0,5,5,0,3,9,2,5,3,0,1,2
U00438,18,8,4,2,6.0,6.0,7,1,21,1,0,2,13,5,5,0,3,10,3,5,3,0,0,5
U00439,18,0,4,2,0.0,0.0,7,4,21,2,0,2,10,5,5,0,3,0,3,5,3,10,2,4
U00440,19,3,4,1,2.0,2.0,7,2,21,1,2,3,3,5,5,0,3,5,3,5,3,0,0,6
U00441,20,8,4,1,0.0,2.0,7,4,21,1,0,1,5,5,5,0,18,3,4,5,3,7,2,6
U00442,9,8,4,1,7.0,6.0,7,4,21,1,2,3,11,3,5,0,11,9,4,0,0,5,6,5
U00443,15,8,4,1,0.0,2.0,7,3,0,0,1,0,0,0,0,0,0,9,2,5,3,5,2,2
U00444,20,10,4,1,0.0,0.0,7,4,21,1,2,2,3,5,5,0,3,0,4,5,3,10,0,2
U00445,19,2,3,0,0.0,0.0,7,4,18,4,0,1,13,5,7,0,3,3,2,5,3,0,3,6
U00446,20,7,4,1,2.0,1.0,7,4,0,0,1,0,11,5,7,0,3,3,4,5,3,1,2,6
U00447,19,0,4,0,0.0,0.0,7,4,21,1,2,3,15,5,5,0,15,9,1,5,3,5,1,6
U00448,19,11,4,0,2.0,2.0,7,4,21,1,2,3,9,0,0,0,0,9,4,4,0,5,2,2
U00449,18,5,4,1,0.0,0.0,7,3,16,4,2,3,10,5,5,0,10,4,2,5,3,5,0,6
U00450,19,1,4,1,0.0,2.0,7,0,21,1,0,1,3,0,0,0,0,9,1,5,3,1,0,6
U00451,18,0,4,1,2.0,2.0,4,4,21,1,2,3,11,5,5,0,3,9,3,5,3,5,0,2
U00452,14,3,3,2,0.0,4.0,7,4,21,1,2,3,11,0,0,0,0,9,1,5,3,5,2,5
U00453,14,11,4,1,3.0,3.0,7,4,0,0,1,0,12,5,5,0,3,9,3,5,3,0,0,2
U00454,20,5,4,1,3.0,2.0,7,1,21,1,2,2,3,5,5,0,4,5,3,5,3,7,1,6
U00455,19,0,4,1,0.0,0.0,7,4,21,1,2,3,3,5,5,0,3,9,3,5,3,0,1,6
U00456,20,10,4,0,2.0,2.0,7,4,21,1,0,1,3,5,5,0,3,9,2,5,3,0,4,6
U00457,16,9,5,1,0.0,3.0,2,1,21,1,2,2,3,5,5,0,5,3,2,5,3,6,3,2
U00458,20,9,4,0,3.0,3.0,7,4,21,1,0,3,5,0,0,0,0,9,1,5,3,5,1,2
U00459,20,8,4,0,0.0,2.0,7,4,21,1,2,3,3,3,5,0,18,9,2,5,3,5,1,2
U00460,16,6,4,1,2.0,2.0,4,4,21,1,0,3,4,5,5,0,10,4,2,5,3,5,0,2
U00461,20,10,4,2,5.0,5.0,7,2,21,1,0,3,3,5,5,0,3,4,3,5,3,8,1,5
U00462,16,7,4,2,0.0,3.0,6,4,21,1,2,2,3,5,5,0,3,3,3,5,3,10,0,5
U00463,19,5,2,1,0.0,2.0,7,4,21,1,0,3,17,5,5,0,3,9,1,5,3,5,1,2
U00464,19,9,4,1,0.0,0.0,7,4,0,0,1,0,0,5,5,0,17,9,2,5,3,5,3,6
U00465,20,3,4,2,4.0,4.0,2,4,21,2,2,2,3,5,5,0,3,3,2,5,3,4,0,6
U00466,20,10,4,1,0.0,5.0,7,4,21,2,0,2,14,5,5,0,8,3,1,5,3,7,2,5
U00467,16,4,4,1,3.0,3.0,2,1,8,4,2,1,3,5,5,0,5,6,1,5,3,1,5,4
U00468,20,11,4,2,0.0,8.0,7,4,0,0,1,0,0,5,5,0,18,3,3,5,3,7,1,0
U00469,18,1,4,2,0.0,4.0,7,4,0,0,1,0,0,5,5,0,5,20,3,5,3,10,1,5
U00470,17,4,4,1,0.0,0.0,7,1,21,1,0,3,13,5,5,0,3,9,3,0,2,5,2,6
U00471,6,4,4,2,0.0,0.0,7,4,21,1,2,3,5,5,5,0,5,9,2,5,3,5,5,0
U00472,19,3,4,2,0.0,3.0,7,4,21,2,2,2,3,5,5,0,5,20,2,5,3,0,1,5
U00473,20,9,4,1,3.0,3.0,7,3,0,0,1,0,0,0,0,0,0,9,1,5,3,0,0,6
U00474,17,8,4,1,0.0,0.0,7,4,21,2,0,1,7,5,5,0,3,9,2,5,3,5,4,6
U00475,16,11,2,2,4.0,3.0,7,4,21,1,2,2,6,5,5,0,17,5,2,5,3,9,3,5
U00476,16,0,4,1,3.0,3.0,7,4,0,0,1,0,3,5,5,0,3,9,3,5,3,7,2,4
U00477,20,9,4,2,0.0,5.0,7,4,21,1,2,1,17,5,5,0,18,5,2,5,3,10,0,5
U00478,20,10,4,2,3.0,3.0,7,1,21,1,0,3,5,5,5,0,3,4,1,5,3,6,0,4
U00479,20,2,4,2,6.0,5.0,7,4,21,1,0,3,11,5,5,0,11,9,1,5,3,0,0,5
U00480,16,1,4,1,2.0,2.0,7,3,21,1,0,3,15,3,5,0,10,9,2,5,3,1,2,2
U00481,18,4,4,1,2.0,0.0,7,4,21,1,2,3,14,3,5,0,6,4,1,5,3,8,2,6
U00482,20,7,2,0,0.0,0.0,7,4,21,1,2,2,3,3,5,0,3,5,2,5,3,1,3,4
U00483,20,7,4,1,0.0,0.0,7,4,21,1,2,2,4,0,0,0,0,3,4,5,3,1,0,2
U00484,15,11,4,2,0.0,1.0,4,4,21,1,2,3,14,3,5,0,14,19,2,5,3,5,0,2
U00485,18,6,4,1,0.0,2.0,7,2,21,1,2,1,5,3,5,0,10,23,1,0,1,0,0,6
U00486,20,4,4,2,3.0,5.0,7,4,21,1,0,2,9,3,5,0,9,3,2,5,3,7,0,0
U00487,18,11,4,1,2.0,2.0,4,4,21,1,0,3,7,5,5,0,7,0,2,5,3,5,0,2
U00488,19,11,4,0,1.0,3.0,7,4,21,1,2,3,6,5,5,0,6,4,2,5,3,5,2,6
U00489,20,5,4,1,0.0,3.0,7,4,21,1,2,3,11,5,5,0,3,8,2,5,3,10,0,6
U00490,19,4,3,0,0.0,0.0,7,4,0,0,1,0,0,0,0,0,0,9,2,0,0,5,1,6
U00491,18,7,4,0,0.0,2.0,7,3,21,1,2,1,16,5,5,0,5,0,4,5,3,5,2,6
